number,value,datetime_start,datetime_complete,duration,params_alpha,params_colsample_bytree,params_early_stopping_rounds,params_gamma,params_lambda,params_learning_rate,params_max_depth,params_min_child_weight,params_num_boost_round,params_subsample,user_attrs_ap,user_attrs_auc,user_attrs_threshold,state
55,0.8152042054180211,2025-12-24 14:52:07.768558,2025-12-24 14:52:10.504903,0 days 00:00:02.736345,9.158812557833805e-07,0.79295153511622,114,0.46526166011007764,4.426291467197096e-07,0.03598353904034277,12,70,335,0.6908919633772741,0.918206941302996,0.8877539387393205,0.32230329513549805,COMPLETE
56,0.7956892680731432,2025-12-24 14:52:10.505237,2025-12-24 14:52:16.062678,0 days 00:00:05.557441,8.780893849716924e-06,0.8634073721607571,129,1.7319481652366873,5.330282734092631e-08,0.07002867452892074,15,477,1228,0.7529559314261574,0.8993758632582112,0.8559935492299767,0.4629621207714081,COMPLETE
57,0.8258171286714077,2025-12-24 14:52:16.062976,2025-12-24 14:52:20.749994,0 days 00:00:04.687018,2.512684497161561e-07,0.32401013548153595,104,0.4858059717482785,1.5042551575777461e-07,0.041476373620927376,11,16,1448,0.651063068324396,0.926690726475948,0.900613039509302,0.30021584033966064,COMPLETE
58,0.8221748400847877,2025-12-24 14:52:20.750239,2025-12-24 14:52:28.507578,0 days 00:00:07.757339,2.19848961830614e-07,0.3380173128302673,105,0.0001053211522930031,1.0019590009952286e-08,0.0517343416360193,14,223,1436,0.9147371393832644,0.9197814216715793,0.890659780963405,0.3852106034755707,COMPLETE
59,0.8137510879020243,2025-12-24 14:52:28.507840,2025-12-24 14:52:35.798025,0 days 00:00:07.290185,2.1744650449813198e-07,0.31593833708506835,104,0.37023994057804793,1.182318571427911e-07,0.0468268734340845,14,287,1450,0.8918390304176561,0.9146738223242724,0.8826329327121111,0.41950052976608276,COMPLETE
60,0.8142292490113582,2025-12-24 14:52:35.798311,2025-12-24 14:52:41.817902,0 days 00:00:06.019591,2.993434581721622e-07,0.33886661055723905,85,0.0552164008595625,5.418561586447275e-07,0.08835642184789125,13,220,1415,0.9444013009530791,0.9188557783254958,0.8891045063022326,0.41763630509376526,COMPLETE
61,0.826565143823527,2025-12-24 14:52:41.818142,2025-12-24 14:52:45.913628,0 days 00:00:04.095486,6.883076510886897e-08,0.37526721130667573,111,1.0653600212160466,3.148510927402669e-08,0.05568260147321068,14,23,1482,0.8282735742149923,0.9241121169905095,0.8952889906691842,0.3368287980556488,COMPLETE
62,0.8071487946794669,2025-12-24 14:52:45.913882,2025-12-24 14:52:53.073474,0 days 00:00:07.159592,2.3527138128969462e-08,0.4026626442345591,107,1.0933699920199813,2.9695999499322888e-08,0.039278507772945115,15,344,1479,0.9027624639568365,0.910231167485384,0.8751769343364535,0.3662405014038086,COMPLETE
63,0.8259385665524009,2025-12-24 14:52:53.073808,2025-12-24 14:52:59.122530,0 days 00:00:06.048722,1.027550635269461e-07,0.36707212790107246,101,0.5016218239779318,1.2729853338793406e-08,0.0327230496457236,13,20,1499,0.8212702648248565,0.9276892777146989,0.9012371465161931,0.3491298258304596,COMPLETE
64,0.8261811876891404,2025-12-24 14:52:59.122750,2025-12-24 14:53:04.089464,0 days 00:00:04.966714,7.362787469378972e-07,0.38300522551545396,97,0.5912868599048697,3.474365006258435e-08,0.030120708760230475,11,1,1323,0.8353073455739144,0.9270795556207444,0.8990149095003233,0.3215351998806,COMPLETE
