number,value,datetime_start,datetime_complete,duration,params_batch_size,params_cls_weight,params_dropout,params_hidden_dim,params_lr,params_n_heads,params_n_layers,params_weight_decay,state
107,0.3715952147721239,2025-12-23 08:23:10.829192,2025-12-23 08:23:44.158121,0 days 00:00:33.328929,32,0.5150598301660895,0.030524631722069588,512,2.2057474215557443e-05,4,3,0.002848204907284689,PRUNED
108,0.38681533289363657,2025-12-23 08:23:44.158312,2025-12-23 08:24:16.892891,0 days 00:00:32.734579,16,0.41386529772361114,0.17575434911357726,256,5.896710747955753e-05,4,3,7.006169039064907e-05,PRUNED
109,0.42351976456625584,2025-12-23 08:24:16.893085,2025-12-23 08:24:49.588719,0 days 00:00:32.695634,16,0.6816771072183567,0.20582402272741473,768,2.9984657235104122e-05,4,2,3.2549633307181514e-07,PRUNED
110,0.5203612204316941,2025-12-23 08:24:49.588912,2025-12-23 08:25:57.834905,0 days 00:01:08.245993,16,0.5925444110135892,0.00543254753958906,512,0.00012443136846983463,4,3,9.325784597059651e-07,PRUNED
111,0.5721636590086778,2025-12-23 08:25:57.835103,2025-12-23 08:34:01.576013,0 days 00:08:03.740910,16,0.4867468005303538,0.07267909575713345,768,4.436674420775166e-05,4,3,0.0002234992481603898,COMPLETE
112,0.38342812174409496,2025-12-23 08:34:01.576356,2025-12-23 08:34:39.085294,0 days 00:00:37.508938,16,0.48163130851938696,0.06612370710644142,768,3.839225176029927e-05,4,3,0.00030148929435648894,PRUNED
113,0.41413700266484627,2025-12-23 08:34:39.085479,2025-12-23 08:35:11.751004,0 days 00:00:32.665525,16,0.40353271450520173,0.05719777781727497,768,4.240945976862276e-05,4,3,0.00020918911431834082,PRUNED
114,0.41799285686398335,2025-12-23 08:35:11.751193,2025-12-23 08:35:45.711915,0 days 00:00:33.960722,16,0.5228167087310984,0.045213897052808774,768,2.516510519619266e-05,4,3,0.0011057029351484405,PRUNED
115,0.36729183946365473,2025-12-23 08:35:45.712113,2025-12-23 08:36:21.512273,0 days 00:00:35.800160,64,1.7357008885801177,0.10432552336117631,768,4.8844390876116795e-05,4,3,0.00011940448607856959,PRUNED
116,0.3993967486236942,2025-12-23 08:36:21.512463,2025-12-23 08:36:53.480860,0 days 00:00:31.968397,16,0.3282556974400632,0.02318102699564222,384,7.154719285254575e-05,8,3,3.105362141426743e-05,PRUNED
117,0.40229155454084375,2025-12-23 08:36:53.481043,2025-12-23 08:37:27.895391,0 days 00:00:34.414348,16,0.43830508111505956,0.08641312450354828,768,3.553889976058448e-05,4,3,1.5824757704760937e-05,PRUNED
118,-0.012708588810114335,2025-12-23 08:37:27.895573,2025-12-23 08:38:10.348096,0 days 00:00:42.452523,128,0.618033775419247,0.038135586078342526,512,2.1654053642861542e-05,4,1,4.0989505848266524e-05,PRUNED
119,0.5165456299311841,2025-12-23 08:38:10.348284,2025-12-23 08:39:18.966670,0 days 00:01:08.618386,16,0.37626680937547907,0.12592680218544045,768,3.1905238463723045e-05,4,3,7.132396069553823e-05,PRUNED
120,-0.08731643924995904,2025-12-23 08:39:18.966850,2025-12-23 08:39:50.043649,0 days 00:00:31.076799,16,0.5619945646603305,0.14238828258693925,768,0.0022387037454051173,4,3,0.0007316477826665634,PRUNED
121,0.4819258897585264,2025-12-23 08:39:50.043835,2025-12-23 08:40:59.224071,0 days 00:01:09.180236,16,0.45704552042920893,0.07454688055250282,768,4.174098443935503e-05,4,3,0.0004760600768093137,PRUNED
122,0.09658953929798388,2025-12-23 08:40:59.224263,2025-12-23 08:41:31.508772,0 days 00:00:32.284509,16,0.4636966238911417,0.09847328269168801,768,0.0006874465944934931,4,3,0.00018564845583939895,PRUNED
