number,value,datetime_start,datetime_complete,duration,params_alpha,params_colsample_bytree,params_early_stopping_rounds,params_gamma,params_lambda,params_learning_rate,params_max_depth,params_min_child_weight,params_num_boost_round,params_subsample,user_attrs_ap,user_attrs_auc,user_attrs_threshold,state
10,0.39756592292039256,2025-12-24 08:54:44.724390,2025-12-24 08:54:44.812007,0 days 00:00:00.087617,0.001924574094588569,0.8207268788516374,61,9.765548613783015,1.1612422314671654e-07,0.0013344060756977699,11,266,63,0.7082525900596113,0.3220329539522165,0.6265641662223407,0.2240380346775055,COMPLETE
11,0.46103896103848,2025-12-24 08:54:44.812114,2025-12-24 08:54:45.048389,0 days 00:00:00.236275,4.252050044082001e-06,0.9972572911670041,74,5.895494426474394,1.9290909023951734e-07,0.06912223332958807,12,8,148,0.9700217012935752,0.4100124950464226,0.7213784657424687,0.23180067539215088,COMPLETE
12,0.4206451612898874,2025-12-24 08:54:45.048492,2025-12-24 08:54:45.306673,0 days 00:00:00.258181,2.9473357501168173e-06,0.8607829610010992,69,5.4885699102949825,1.0580622691583172e-05,0.2228578295042562,13,236,368,0.768861231750769,0.3608462572815235,0.6830032824580112,0.19875700771808624,COMPLETE
13,0.47887323943616505,2025-12-24 08:54:45.306788,2025-12-24 08:54:46.513752,0 days 00:00:01.206964,8.228371978371534e-05,0.8744435626714782,142,2.922316718367364,8.416215887729804e-06,0.05712011691025162,6,110,1421,0.8169766812871516,0.4452113376715968,0.7469508131165021,0.17679810523986816,COMPLETE
14,0.46835443037927005,2025-12-24 08:54:46.513937,2025-12-24 08:54:47.555735,0 days 00:00:01.041798,0.00026007484558025453,0.8416927412463114,91,2.6111944213232374,4.711761009604835e-06,0.03490870117921308,2,76,1360,0.7091046619714791,0.426014205938363,0.7325338243135164,0.2258562445640564,COMPLETE
15,0.3387978142073688,2025-12-24 08:54:47.555911,2025-12-24 08:54:47.723808,0 days 00:00:00.167897,0.7043264511759952,0.7457963632503984,153,3.154149195048942,6.050293681262383e-06,0.2956357981928761,5,468,1491,0.818418548544937,0.20394736842105263,0.5,0.21895410120487213,COMPLETE
16,0.4585218702861079,2025-12-24 08:54:47.723942,2025-12-24 08:54:48.245304,0 days 00:00:00.521362,0.000129781751648682,0.8840457816444933,43,1.911619641304922,1.4687313041227496e-08,0.06923596869639428,5,200,580,0.9860708976507893,0.411008955920667,0.7113436416955478,0.23141692578792572,COMPLETE
17,0.4648648648644192,2025-12-24 08:54:48.245441,2025-12-24 08:54:49.468189,0 days 00:00:01.222748,0.004353723907707498,0.6253059346130163,94,5.992403004614169,0.0025245538626893155,0.018968442176752278,10,68,1183,0.7035058864292182,0.43286615171969517,0.7341917155425219,0.19198650121688843,COMPLETE
18,0.46015037593938196,2025-12-24 08:54:49.468320,2025-12-24 08:54:50.077347,0 days 00:00:00.609027,3.960699709441975e-07,0.7735553684554363,148,0.7703369006312162,7.578930547237851e-07,0.12333855470363028,6,167,631,0.8436526376362534,0.43643153316152017,0.7292638629698747,0.20723873376846313,COMPLETE
19,0.4104308390018633,2025-12-24 08:54:50.077507,2025-12-24 08:54:50.412824,0 days 00:00:00.335317,2.778232483011694e-05,0.6374474454595971,91,2.416514033305681,6.458947804363352e-05,0.01896435429596754,10,279,365,0.7493102703284031,0.3296642351733936,0.6531258331111703,0.19542288780212402,COMPLETE
20,0.5007235890009869,2025-12-24 08:54:50.413093,2025-12-24 08:54:51.614028,0 days 00:00:01.200935,1.0806037387113308e-08,0.8913548056858646,198,3.6367000514831203,28.718162133860766,0.04941814818708228,15,42,1305,0.7520806397308438,0.44596913617656964,0.7585393894961344,0.1959032267332077,COMPLETE
