number,value,datetime_start,datetime_complete,duration,params_alpha,params_colsample_bytree,params_early_stopping_rounds,params_gamma,params_lambda,params_learning_rate,params_max_depth,params_min_child_weight,params_num_boost_round,params_subsample,state
83,0.7072714307197264,2025-12-25 19:26:52.029882,2025-12-25 19:26:54.632931,0 days 00:00:02.603049,0.01258038902980433,0.9317941527613364,81,5.34701330789019,5.46630130856131e-06,0.009489814113756077,14,0.0849501467408351,1280,0.5719956683153451,PRUNED
84,0.4945039962225124,2025-12-25 19:26:54.633274,2025-12-25 19:27:14.622949,0 days 00:00:19.989675,5.472877088050535,0.3644802744352586,97,1.530992093594334,0.0002055005672298174,0.0963438224066531,12,0.35837722882500406,1068,0.541454660570034,COMPLETE
85,0.5351584507235859,2025-12-25 19:27:14.623424,2025-12-25 19:27:18.849148,0 days 00:00:04.225724,0.006031826159847064,0.9628644331195029,111,5.913099511612863,70.13194194230358,0.15909667180083545,16,0.047858153976688106,1431,0.5583054395077197,PRUNED
86,0.6733963113964303,2025-12-25 19:27:18.849636,2025-12-25 19:27:22.978245,0 days 00:00:04.128609,0.0446443430806164,0.8707946821127045,120,2.9286883623940616,1.1734853213173814e-06,0.0228076346265854,5,0.008258060717249759,1914,0.6136303993163014,PRUNED
87,0.6764758676985482,2025-12-25 19:27:22.978538,2025-12-25 19:27:27.427219,0 days 00:00:04.448681,2.028576963768381,0.8474499066661906,177,0.958733504032852,0.0005798566922016488,0.011179122506808192,13,0.02969134347913527,1777,0.6004492560485971,PRUNED
88,0.6723697926290578,2025-12-25 19:27:27.427503,2025-12-25 19:27:31.440176,0 days 00:00:04.012673,0.306215195767961,0.8252774426519132,78,2.2487812837441563,1.1945637824013095e-05,0.018658169622647252,15,0.1263342212178546,1844,0.6963450183455878,PRUNED
89,0.6720276197066002,2025-12-25 19:27:31.440468,2025-12-25 19:27:35.562695,0 days 00:00:04.122227,0.00047764527594355377,0.9741438041810033,92,1.341551677624687,4.866894318249796e-09,0.013342358940957125,6,0.019474440874549852,1369,0.5821750257168664,PRUNED
90,0.5444622409202813,2025-12-25 19:27:35.563094,2025-12-25 19:27:56.401056,0 days 00:00:20.837962,0.0192206294537375,0.9022731675995237,130,1.8177482232627145,1.1412762651988224e-08,0.042868476485657094,7,1.1934763377704884,1181,0.5514718045678509,COMPLETE
91,0.5434105764064834,2025-12-25 19:27:56.401510,2025-12-25 19:28:18.464275,0 days 00:00:22.062765,0.1685436138178365,0.9501700956349121,86,2.7941793045403402,1.8021206890620506e-05,0.007695773060490968,14,0.13006982817546153,1297,0.5920601642738516,COMPLETE
92,0.7086401224095565,2025-12-25 19:28:18.464763,2025-12-25 19:28:22.705095,0 days 00:00:04.240332,0.48841483659765544,0.8103824178561991,88,3.2169424940006413,3.480718346670265e-05,0.008331410518451751,14,0.5354174131038124,1241,0.6222417151117965,PRUNED
