number,value,datetime_start,datetime_complete,duration,params_C,params_class_weight,params_gamma,params_kernel,params_max_iter,params_tol,user_attrs_ap,user_attrs_auc,user_attrs_threshold,state
58,0.6621964479879586,2025-12-15 22:09:06.768864,2025-12-15 22:09:07.369190,0 days 00:00:00.600326,0.33850849607548056,,0.00043753984612433366,poly,1124,1.913702846168182e-05,0.4949878081820645,0.5,0.47134923934936523,COMPLETE
59,0.721899224805708,2025-12-15 22:09:07.369343,2025-12-15 22:09:23.680006,0 days 00:00:16.310663,2.6910891498258986,,,linear,300,1.182976404184463e-05,0.7653079899624065,0.7699980737201397,0.38841578364372253,COMPLETE
60,0.7165124208470462,2025-12-15 22:09:23.680188,2025-12-15 22:09:24.567525,0 days 00:00:00.887337,0.08493103962488145,balanced,,linear,1395,3.1012478784411846e-06,0.7660941705675772,0.7681610604875367,0.4007396697998047,COMPLETE
61,0.723444976076063,2025-12-15 22:09:24.567679,2025-12-15 22:09:25.587583,0 days 00:00:01.019904,0.172525498294731,,,linear,1546,5.231628912375638e-06,0.7721874296242105,0.7735365852226146,0.35482296347618103,COMPLETE
62,0.7255836112429577,2025-12-15 22:09:25.587734,2025-12-15 22:11:25.041041,0 days 00:01:59.453307,0.2395571965491349,,,linear,1675,1.8071621847029428e-06,0.7730111129954959,0.7745351087995751,0.35312536358833313,COMPLETE
63,0.724401913875106,2025-12-15 22:11:25.041245,2025-12-15 22:15:27.086429,0 days 00:04:02.045184,0.6313757937347924,,,linear,2448,1.82364321444979e-06,0.770418145339687,0.7741820064318954,0.3607645630836487,COMPLETE
64,0.7135341941649791,2025-12-15 22:15:27.086641,2025-12-15 22:15:27.840135,0 days 00:00:00.753494,0.04162944823708703,,,linear,2057,2.3984122327734792e-06,0.7667373819811686,0.7636525085096937,0.3507368266582489,COMPLETE
65,0.7255369928396035,2025-12-15 22:15:27.840296,2025-12-15 22:16:57.140723,0 days 00:01:29.300427,0.24485744166517712,,,linear,908,1.0409185638388495e-06,0.7730946814463033,0.7745995628284366,0.3544771373271942,COMPLETE
66,0.7240713941143164,2025-12-15 22:16:57.140930,2025-12-15 22:18:09.305217,0 days 00:01:12.164287,1.1855673809911842,,,linear,846,1.0305867715283026e-06,0.767441270167741,0.7725170663697376,0.37421903014183044,COMPLETE
67,0.6671709531009093,2025-12-15 22:18:09.305509,2025-12-15 22:18:09.916620,0 days 00:00:00.611111,0.2834279878188321,,1.656878548480744e-06,rbf,978,1.672454619596424e-06,0.6737259212054267,0.6606805170886864,0.311623215675354,COMPLETE
68,0.7263586305956294,2025-12-15 22:18:09.916806,2025-12-15 22:20:23.264839,0 days 00:02:13.348033,0.40428908517546114,,,linear,1421,1.1670359411950868e-06,0.772817367961262,0.7752747885203117,0.3601698875427246,COMPLETE
69,0.7257700976704278,2025-12-15 22:20:23.265165,2025-12-15 22:22:22.619355,0 days 00:01:59.354190,0.5075687735800082,,,linear,1179,2.7530702230346496e-06,0.7716039168891291,0.7748379986891901,0.39944520592689514,COMPLETE
