number,value,datetime_start,datetime_complete,duration,params_C,params_class_weight,params_l1_ratio,params_max_iter,params_tol,user_attrs_ap,user_attrs_auc,user_attrs_threshold,state
23,0.7058146229125833,2025-12-16 22:27:10.772807,2025-12-16 22:27:11.032433,0 days 00:00:00.259626,0.006765573877673567,balanced,0.11563156513377067,4680,0.0034732589462171826,0.7269337788112309,0.9291592676410773,0.7026187181472778,COMPLETE
24,0.7279069767436994,2025-12-16 22:27:11.032598,2025-12-16 22:27:12.053801,0 days 00:00:01.021203,1.3347279593092256,,0.2121089856432154,3322,0.0006640440886585606,0.7561320383646581,0.9381517391911944,0.3426576256752014,COMPLETE
25,0.7303834808254701,2025-12-16 22:27:12.053973,2025-12-16 22:27:13.242335,0 days 00:00:01.188362,0.12391586404834294,,0.012748116957301242,3846,0.00019577978193508706,0.7460497312792883,0.9365623030801276,0.3760429322719574,COMPLETE
26,0.6051595977258478,2025-12-16 22:27:13.242497,2025-12-16 22:27:13.333497,0 days 00:00:00.091000,0.0018604571269929485,,0.29900263094590585,3893,0.0001600460434313504,0.44770562381844725,0.8428380418351868,0.3091353476047516,COMPLETE
27,0.7232558139530018,2025-12-16 22:27:13.333636,2025-12-16 22:27:14.060550,0 days 00:00:00.726914,0.04709121703876205,,0.10376239625207476,3394,1.0152979352331476e-06,0.7400271952781378,0.9344369121837828,0.3772246837615967,COMPLETE
28,0.7208307880263857,2025-12-16 22:27:14.060705,2025-12-16 22:27:15.420037,0 days 00:00:01.359332,20.179557764000887,,0.1825557744220475,2611,2.696252838434165e-05,0.752578589031898,0.9351853036795574,0.3731473684310913,COMPLETE
29,0.6951080773601537,2025-12-16 22:27:15.420198,2025-12-16 22:27:15.635369,0 days 00:00:00.215171,0.016438586752115705,,0.7154312783974404,308,9.122746911876829e-06,0.7107821072076035,0.9241808261279748,0.4038083553314209,COMPLETE
30,0.729618768327958,2025-12-16 22:27:15.635522,2025-12-16 22:27:16.762506,0 days 00:00:01.126984,0.17240961404747027,,0.058422504363592656,4565,7.21937379886746e-05,0.746792404379895,0.9367099849860995,0.36941060423851013,COMPLETE
31,0.7272727272722355,2025-12-16 22:27:16.762660,2025-12-16 22:27:18.562955,0 days 00:00:01.800295,0.6824002561014603,,0.0709198547826645,4554,7.770664645393035e-05,0.7545535276530719,0.938203440655677,0.3837642967700958,COMPLETE
32,0.7307012374774138,2025-12-16 22:27:18.563110,2025-12-16 22:27:19.803521,0 days 00:00:01.240411,0.1505982216196863,,0.06067493903693894,3860,0.00018614564613429917,0.7458161350021453,0.9365305655474752,0.37558189034461975,COMPLETE
33,0.7142035652669099,2025-12-16 22:27:19.803677,2025-12-16 22:27:20.336729,0 days 00:00:00.533052,0.030098943677987423,,0.13111438831428684,2814,0.00023280107927365772,0.7381247960304004,0.9335313687118094,0.3780392110347748,COMPLETE
34,0.7280647168632268,2025-12-16 22:27:20.336890,2025-12-16 22:27:21.726748,0 days 00:00:01.389858,1.536662563788258,,0.0011455520987464045,3804,0.0005191589850886595,0.756622638904805,0.9381650484790811,0.4106570780277252,COMPLETE
35,0.724941724941238,2025-12-16 22:27:21.726919,2025-12-16 22:27:23.142668,0 days 00:00:01.415749,0.1219780916470495,,0.23065399994153823,3241,2.2678013109303707e-05,0.742158312576599,0.9353411759165363,0.37039124965667725,COMPLETE
36,0.6925207756227894,2025-12-16 22:27:23.142826,2025-12-16 22:27:23.541664,0 days 00:00:00.398838,0.005104519992603202,,0.1780593583866788,3537,0.0002018484219247549,0.7174648813991162,0.9246934896594512,0.4002264142036438,COMPLETE
37,0.6946182728405562,2025-12-16 22:27:23.541816,2025-12-16 22:27:24.668834,0 days 00:00:01.127018,0.026089494457803397,,0.791703477298349,2195,4.7895782256454506e-05,0.7218716362666475,0.9259957522895814,0.4392384886741638,COMPLETE
38,0.6697142857138016,2025-12-16 22:27:24.669020,2025-12-16 22:27:24.852938,0 days 00:00:00.183918,0.0012581308830144303,,0.06858129915140257,1094,0.00010163211567289754,0.673366123837865,0.9122045146128304,0.37337085604667664,COMPLETE
39,0.7266099635475031,2025-12-16 22:27:24.853091,2025-12-16 22:27:26.470009,0 days 00:00:01.616918,3.5061501773011616,,0.34846588738991147,2907,0.00048561312572938277,0.757214617739836,0.9373526700223136,0.37830936908721924,COMPLETE
40,0.7209580838318449,2025-12-16 22:27:26.470161,2025-12-16 22:27:28.563139,0 days 00:00:02.092978,12.368512319135878,,0.1567763157760887,3959,6.353614592940835e-06,0.7536602638656309,0.9355850942118419,0.3575573265552521,COMPLETE
41,0.7301775147924106,2025-12-16 22:27:28.563292,2025-12-16 22:27:29.671284,0 days 00:00:01.107992,0.14929499361920945,,0.08537049386590975,4741,3.5569194425215305e-05,0.7453640895480346,0.9363601042833896,0.37856656312942505,COMPLETE
42,0.7257876312713916,2025-12-16 22:27:29.671447,2025-12-16 22:27:30.975303,0 days 00:00:01.303856,0.12757558657128124,,0.2501664276912542,4310,2.4413096496933384e-05,0.7415345865396525,0.9353050872705363,0.37072426080703735,COMPLETE
43,0.7273831208252517,2025-12-16 22:27:30.975468,2025-12-16 22:27:32.913489,0 days 00:00:01.938021,0.5872704802245985,,0.06221651405323146,4759,3.690911633939897e-05,0.7544241366154667,0.9381763101842159,0.3859657347202301,COMPLETE
