number,value,datetime_start,datetime_complete,duration,params_batch_size,params_d_model,params_dropout,params_ff,params_layers,params_lr,params_nhead,params_weight_decay,user_attrs_val_auc,user_attrs_val_f1,user_attrs_val_thr,state
21,0.7999999999995002,2025-12-25 07:29:20.452197,2025-12-25 07:32:45.811267,0 days 00:03:25.359070,16,256,0.11169613380516379,1536,2,0.00012540993599952758,8,0.0001667827319223562,0.8598297269656667,0.7999999999995002,0.6728205680847168,PRUNED
22,0.8017977528084904,2025-12-25 07:32:45.811911,2025-12-25 07:36:08.917697,0 days 00:03:23.105786,16,256,0.08646287956755352,1536,2,8.744925434231184e-05,8,0.0017536846471729913,0.8605079232464882,0.8017977528084904,0.47910547256469727,PRUNED
23,0.7878524945765067,2025-12-25 07:36:08.918259,2025-12-25 07:38:04.144691,0 days 00:01:55.226432,16,256,0.04264939489827986,1536,2,0.00021852094682117833,4,1.3665187925610727e-05,0.8414976238165891,0.7878524945765067,0.5071138143539429,PRUNED
24,0.7059282371289884,2025-12-25 07:38:04.145263,2025-12-25 07:39:45.456451,0 days 00:01:41.311188,16,256,0.21439496448429934,1536,3,0.0013139754246370681,8,0.00314258371898952,0.7581048616271551,0.7059282371289884,0.3993214964866638,PRUNED
25,0.7460456941998521,2025-12-25 07:39:45.457067,2025-12-25 07:41:19.751249,0 days 00:01:34.294182,64,256,0.16412918013304817,1536,2,1.6513256798657963e-05,8,0.00034700817577659493,0.8015963825093595,0.7460456941998521,0.43825265765190125,PRUNED
26,0.7879061371836173,2025-12-25 07:41:19.751848,2025-12-25 07:43:07.560768,0 days 00:01:47.808920,16,256,0.10370331554405453,1536,1,6.849614664678395e-05,4,0.0008615825946721986,0.8507984825046163,0.7879061371836173,0.32741212844848633,PRUNED
27,0.8439065108509191,2025-12-25 07:43:07.561360,2025-12-25 08:17:58.517605,0 days 00:34:50.956245,16,256,0.03441330531972399,1536,2,0.00010033261343604179,8,0.00016049694636161512,0.9075863951329639,0.8438962143763608,0.2878384590148926,COMPLETE
28,0.7553530751703454,2025-12-25 08:17:58.518469,2025-12-25 08:19:43.264765,0 days 00:01:44.746296,16,128,0.1354265738306193,1024,3,0.00035668451910593734,4,9.432293908957772e-07,0.8230390349807817,0.7553530751703454,0.26865947246551514,PRUNED
29,0.8136645962727929,2025-12-25 08:19:43.265351,2025-12-25 08:27:56.051212,0 days 00:08:12.785861,64,384,0.22975174971986484,256,2,0.0001684390582565522,4,0.0009117238016426811,0.8912672451167787,0.8136645962727929,0.3170963227748871,PRUNED
30,0.7626527050605825,2025-12-25 08:27:56.051793,2025-12-25 08:29:52.665203,0 days 00:01:56.613410,16,256,0.4243474726026457,1536,1,2.9137659144392702e-05,8,3.493955119506806e-05,0.8260842611030716,0.7626527050605825,0.37551140785217285,PRUNED
31,0.7856179775275915,2025-12-25 08:29:52.665786,2025-12-25 08:31:50.991754,0 days 00:01:58.325968,16,256,0.07132029020588902,1536,2,9.405914013650405e-05,8,0.00010941891817074443,0.8475564546394867,0.7856179775275915,0.6926218867301941,PRUNED
32,0.8075117370887019,2025-12-25 08:31:50.992337,2025-12-25 08:35:20.296063,0 days 00:03:29.303726,16,256,0.031123251671043753,1536,2,5.429293610111512e-05,8,0.00028623794131275073,0.8744263416428326,0.8075117370887019,0.2851184606552124,PRUNED
33,0.8290417897842194,2025-12-25 08:35:20.296640,2025-12-25 08:58:30.500960,0 days 00:23:10.204320,16,256,0.11021437257268303,1536,2,0.00021968479714751948,8,0.0005622706274343194,0.8967727010602329,0.8290417897842194,0.30266204476356506,PRUNED
34,0.7896774193543387,2025-12-25 08:58:30.501544,2025-12-25 09:00:14.882739,0 days 00:01:44.381195,16,256,0.027449786151078306,1536,2,8.623848281254919e-05,8,0.0015979257656622277,0.8571302561251942,0.7896774193543387,0.3368901014328003,PRUNED
35,0.8196028728343121,2025-12-25 09:00:14.883017,2025-12-25 09:16:06.228314,0 days 00:15:51.345297,32,256,0.16466452334049653,256,2,0.00033397827539232545,4,0.00012898997318497158,0.8899815846825834,0.8196028728343121,0.18303652107715607,PRUNED
36,0.7787689562885289,2025-12-25 09:16:06.228965,2025-12-25 09:17:49.982849,0 days 00:01:43.753884,16,128,0.34561725525825293,512,2,5.2333314448615247e-05,8,0.005099890066780036,0.8463689870410421,0.7787689562885289,0.4008341133594513,PRUNED
37,0.7876588021773607,2025-12-25 09:17:49.983413,2025-12-25 09:19:33.517031,0 days 00:01:43.533618,32,384,0.08001441741328835,1536,1,0.0001781243388598973,4,2.6462788644289632e-05,0.8493505542486293,0.7876588021773607,0.38085776567459106,PRUNED
38,0.7344521224082001,2025-12-25 09:19:33.517591,2025-12-25 09:21:14.115557,0 days 00:01:40.597966,16,256,0.2396121044272167,1024,3,0.0005340000924500525,8,6.256357944433084e-06,0.7789204945923209,0.7344521224082001,0.38514041900634766,PRUNED
39,0.7452370403185085,2025-12-25 09:21:14.115851,2025-12-25 09:22:46.505373,0 days 00:01:32.389522,64,128,0.28949895734185266,256,2,3.30477846939261e-05,8,6.464296950532942e-05,0.8000386114201595,0.7452370403185085,0.47102051973342896,PRUNED
40,0.8498924731177796,2025-12-25 09:22:46.505985,2025-12-25 09:58:23.543893,0 days 00:35:37.037908,16,384,0.0528004829020977,1536,4,2.0551309657407585e-05,4,0.001294952680195653,0.9065961453486968,0.8347216133269885,0.525545597076416,COMPLETE
41,0.8113035551499128,2025-12-25 09:58:23.544730,2025-12-25 10:05:15.897089,0 days 00:06:52.352359,16,384,0.05443592156209395,1536,4,1.984415719680449e-05,4,0.0010889247929780565,0.8777207944965411,0.8113035551499128,0.5827947854995728,PRUNED
42,0.8470486859107452,2025-12-25 10:05:15.897719,2025-12-25 10:40:25.368487,0 days 00:35:09.470768,16,384,0.02859707114615277,1536,4,4.852152906393767e-05,4,0.0036744087506883328,0.9020684570493718,0.8381201044381426,0.5114044547080994,COMPLETE
43,0.8150021070370053,2025-12-25 10:40:25.369427,2025-12-25 10:47:04.861880,0 days 00:06:39.492453,16,384,0.11713992744256821,1536,4,4.345965009429369e-05,4,0.008903370117618428,0.8812083044510479,0.8150021070370053,0.40190941095352173,PRUNED
44,0.7938377888531497,2025-12-25 10:47:04.862434,2025-12-25 10:48:43.169846,0 days 00:01:38.307412,16,384,0.06540147279654558,512,4,2.634678532693243e-05,4,0.00436789427832387,0.8612718302229226,0.7938377888531497,0.31630921363830566,PRUNED
45,0.7847533632282011,2025-12-25 10:48:43.170388,2025-12-25 10:50:23.020088,0 days 00:01:39.849700,32,384,0.019857326272762568,1536,4,1.2255117227736079e-05,4,0.0005504065930677294,0.8532283391181118,0.7847533632282011,0.25376877188682556,PRUNED
46,0.7918511957479507,2025-12-25 10:50:23.020639,2025-12-25 10:52:04.202757,0 days 00:01:41.182118,16,384,0.08580415010818654,1536,4,1.8451168073748783e-05,4,0.0018017751699731226,0.851900239407448,0.7918511957479507,0.5680703520774841,PRUNED
47,0.7928888888883899,2025-12-25 10:52:04.203314,2025-12-25 10:53:51.867823,0 days 00:01:47.664509,64,384,0.17160916104619123,1536,4,4.094543046582118e-05,4,0.003295324677099364,0.855872056399302,0.7928888888883899,0.44977867603302,PRUNED
48,0.83998283998234,2025-12-25 10:53:51.868440,2025-12-25 11:23:06.489089,0 days 00:29:14.620649,16,384,0.13924945068703118,1024,3,6.366625077745803e-05,4,0.008329989784669764,0.9008701715961412,0.8280913399391812,0.4111294448375702,COMPLETE
49,0.7825704225347119,2025-12-25 11:23:06.489942,2025-12-25 11:24:37.614701,0 days 00:01:31.124759,16,384,0.05284814634301123,512,4,1.4907607489930728e-05,4,0.00126458953337562,0.8506212361146592,0.7825704225347119,0.34757527709007263,PRUNED
