number,value,datetime_start,datetime_complete,duration,params_alpha,params_colsample_bytree,params_early_stopping_rounds,params_gamma,params_lambda,params_learning_rate,params_max_depth,params_min_child_weight,params_num_boost_round,params_subsample,user_attrs_mae,user_attrs_r2,user_attrs_rmse,user_attrs_spearman_rho,state
58,0.44805115094248565,2025-12-22 04:25:30.103165,2025-12-22 04:25:32.351457,0 days 00:00:02.248292,1.1600172636785976e-06,0.3606354801236872,100,2.9939480131662206,42.58438141460055,0.004899866667663383,9,1.9543033651401889,847,0.9832447833999279,0.712712287902832,0.14786183834075928,1.0345747470855713,0.44805115094248565,COMPLETE
59,0.44026263912773694,2025-12-22 04:25:32.351640,2025-12-22 04:25:33.530841,0 days 00:00:01.179201,1.0852226017500619e-07,0.33104284084911817,72,1.627671397788738,56.001861049113806,0.010102769161915463,7,1.1114263675715912,994,0.9921509709209412,0.7171576023101807,0.1393589973449707,1.039723515510559,0.44026263912773694,COMPLETE
60,0.44750088392493687,2025-12-22 04:25:33.531004,2025-12-22 04:25:34.549369,0 days 00:00:01.018365,1.417298789078065e-06,0.37258582831023135,97,2.319650670084253,27.240540048783917,0.01516840714148603,10,0.41952613916859455,1141,0.9992875592069203,0.7110137939453125,0.1475905179977417,1.034739375114441,0.44750088392493687,COMPLETE
61,0.46563608302374115,2025-12-22 04:25:34.549535,2025-12-22 04:25:37.655875,0 days 00:00:03.106340,7.119017184732313e-06,0.3997186866208276,109,0.9804229381374016,11.97303021864615,0.006582900851113197,12,0.3750778775070248,813,0.95880861465293,0.7045853137969971,0.1518964171409607,1.0321226119995117,0.46563608302374115,COMPLETE
62,0.4391127376599952,2025-12-22 04:25:37.656069,2025-12-22 04:25:40.936904,0 days 00:00:03.280835,3.773085322272595e-06,0.3504825798079677,104,1.0639011600350161,2.8449176243519534,0.004112558003877947,11,0.3556221068707375,807,0.9603160931293933,0.7195821404457092,0.13603389263153076,1.0417300462722778,0.4391127376599952,COMPLETE
63,0.46142898115936143,2025-12-22 04:25:40.937134,2025-12-22 04:25:46.487798,0 days 00:00:05.550664,9.739274392419694e-09,0.3147430621627461,117,0.26085362785442634,96.69124178554183,0.0026060323469632232,12,3.112130396856765,940,0.9518057063477195,0.719957709312439,0.1410883665084839,1.0386784076690674,0.46142898115936143,COMPLETE
64,0.45441916254334197,2025-12-22 04:25:46.488114,2025-12-22 04:25:48.915119,0 days 00:00:02.427005,4.1465750076326384e-07,0.3882243159680085,92,1.830009874572852,17.72660736669417,0.005485166276549247,10,0.14633008520296045,679,0.9349920262843872,0.708227813243866,0.1457042694091797,1.0358836650848389,0.45441916254334197,COMPLETE
65,0.40980934195277213,2025-12-22 04:25:48.915290,2025-12-22 04:25:50.307388,0 days 00:00:01.392098,4.7553616765865224e-05,0.4511990701482596,86,0.8773173554718379,1.5540172059561244,0.006950527138962643,9,0.794763009255826,799,0.977735749332745,0.7365450859069824,0.10749602317810059,1.0587950944900513,0.40980934195277213,COMPLETE
66,0.3900192383001397,2025-12-22 04:25:50.307550,2025-12-22 04:25:51.385277,0 days 00:00:01.077727,2.517110449093475e-08,0.47898331714934717,95,1.1487273574481722,0.4903395736101952,0.0052406303165826425,8,1.1532060927070522,946,0.8453746899547818,0.7483924031257629,0.0951128602027893,1.0661150217056274,0.3900192383001397,COMPLETE
67,0.4589596796615785,2025-12-22 04:25:51.385425,2025-12-22 04:25:58.625637,0 days 00:00:07.240212,5.757887930160549e-06,0.3215637353820451,105,1.4678506797474618,8.634106153782588,0.0017679669521580028,13,0.07627985919046096,1136,0.9648071955445252,0.7106388211250305,0.1464982032775879,1.0354021787643433,0.4589596796615785,COMPLETE
