number,value,datetime_start,datetime_complete,duration,params_batch_size,params_channels,params_dropout,params_huber_delta,params_kernel,params_layers,params_loss,params_lr,params_weight_decay,user_attrs_val_mae,user_attrs_val_r2,user_attrs_val_rmse,user_attrs_val_spearman_rho,state
185,0.3374266579657171,2025-12-21 17:19:12.759281,2025-12-21 17:19:35.048319,0 days 00:00:22.289038,32,256,0.05342773754463584,1.0056107781485217,5,3,huber,0.000658690237285946,0.0063648229826022565,0.8473778367042542,-0.19304180145263672,1.2241500616073608,0.3374266579657171,PRUNED
186,0.34249041041767475,2025-12-21 17:19:35.048503,2025-12-21 17:19:58.707480,0 days 00:00:23.658977,16,256,0.021403769898384085,0.5916674675820119,7,3,huber,0.00038220513225427116,0.003614483845036222,0.7538029551506042,-0.014913082122802734,1.1290709972381592,0.34249041041767475,PRUNED
187,0.4026643275455624,2025-12-21 17:19:58.707654,2025-12-21 17:21:09.597421,0 days 00:01:10.889767,16,256,0.40744666952071484,1.3370355289399931,5,2,huber,0.002586474543652279,0.0020789926412045903,0.7481334209442139,0.00931096076965332,1.1155153512954712,0.4026643275455624,PRUNED
188,0.3541289760536087,2025-12-21 17:21:09.597595,2025-12-21 17:21:31.813970,0 days 00:00:22.216375,16,512,0.44548374617608527,0.6170753001160325,3,3,huber,0.0002191274099287265,0.00036420638579889414,0.7683629393577576,0.053335368633270264,1.0904479026794434,0.3541289760536087,PRUNED
189,0.33708914846282745,2025-12-21 17:21:31.814145,2025-12-21 17:21:56.325209,0 days 00:00:24.511064,16,256,0.48591433466580236,0.8932755316575374,7,3,huber,0.0003187788817214305,1.2394656307521998e-05,0.8204090595245361,-0.06061685085296631,1.1542134284973145,0.33708914846282745,PRUNED
190,0.2907170845563205,2025-12-21 17:21:56.325390,2025-12-21 17:22:18.986544,0 days 00:00:22.661154,16,256,0.03821070848022914,,5,3,mse,7.307687435443562e-05,3.9472781903827257e-07,0.8107863664627075,-0.06884431838989258,1.1586815118789673,0.2907170845563205,PRUNED
191,0.36930728492202014,2025-12-21 17:22:18.986718,2025-12-21 17:22:41.966705,0 days 00:00:22.979987,16,256,0.017355043752528238,0.9406446906367273,5,3,huber,0.00045434166791826934,0.0022416112170955383,0.7749155163764954,-0.08754551410675049,1.168774127960205,0.36930728492202014,PRUNED
192,0.35223529625157995,2025-12-21 17:22:41.966888,2025-12-21 17:23:05.579287,0 days 00:00:23.612399,16,256,0.0006958340152981579,0.8398752702604825,5,3,huber,0.0004793232407740227,2.3606582195811387e-10,0.7618468403816223,-0.029371976852416992,1.137085199356079,0.35223529625157995,PRUNED
193,0.32808080872468165,2025-12-21 17:23:05.579463,2025-12-21 17:23:29.604044,0 days 00:00:24.024581,16,256,0.026051792373075245,4.261466453464439,5,3,huber,0.0005465277693544865,0.0050543951081884935,0.87034010887146,-0.20901811122894287,1.2323192358016968,0.32808080872468165,PRUNED
194,0.32654005506139444,2025-12-21 17:23:29.604216,2025-12-21 17:23:52.991118,0 days 00:00:23.386902,16,256,0.015357800885927099,0.8952868797656093,5,3,huber,0.0002700672232190264,0.003022641188586747,0.9268109202384949,-0.33639395236968994,1.295609474182129,0.32654005506139444,PRUNED
195,0.38069807566451114,2025-12-21 17:23:52.991292,2025-12-21 17:25:02.223558,0 days 00:01:09.232266,16,256,0.030653145775164287,2.066369345896783,5,3,huber,0.00039956044716626835,0.001977717637707314,0.7710819244384766,0.011383533477783203,1.1143478155136108,0.38069807566451114,PRUNED
196,0.32638990985730554,2025-12-21 17:25:02.223742,2025-12-21 17:25:25.904966,0 days 00:00:23.681224,16,256,0.0461882446405443,0.722940521173596,7,3,huber,0.0007659138348425716,0.0066658345707884155,0.8048989176750183,-0.06764280796051025,1.1580300331115723,0.32638990985730554,PRUNED
197,0.3863143156934057,2025-12-21 17:25:25.905142,2025-12-21 17:26:37.727098,0 days 00:01:11.821956,16,256,0.2433779863167282,0.6929070222154943,5,1,huber,0.0003324970899682662,1.3542899714895116e-06,0.7585074305534363,-0.07311522960662842,1.160994052886963,0.3863143156934057,PRUNED
198,0.40880860118034895,2025-12-21 17:26:37.727275,2025-12-21 17:28:09.859539,0 days 00:01:32.132264,16,256,0.023049724100142624,0.7789937117363838,7,3,huber,0.0004315658793771354,0.0006184674957533714,0.7351258993148804,0.012898445129394531,1.1134936809539795,0.40880860118034895,PRUNED
199,0.4398286205048344,2025-12-21 17:28:09.859720,2025-12-21 17:32:01.440305,0 days 00:03:51.580585,16,256,0.009166346966310239,0.9892466732050589,5,2,huber,0.0006230334391274575,6.76646117143582e-06,0.7875607013702393,-0.10910940170288086,1.1803044080734253,0.4398286205048344,PRUNED
