number,value,datetime_start,datetime_complete,duration,params_alpha,params_colsample_bytree,params_early_stopping_rounds,params_gamma,params_lambda,params_learning_rate,params_max_depth,params_min_child_weight,params_num_boost_round,params_subsample,user_attrs_ap,user_attrs_auc,user_attrs_threshold,state
31,0.54850746268607,2025-12-16 22:31:41.563645,2025-12-16 22:31:42.106210,0 days 00:00:00.542565,0.028999772715959108,0.6552033131858148,38,6.106341462138249,0.00084343421440511,0.0432746358661947,9,43,592,0.7576130821426698,0.5320798476241199,0.7906683217808584,0.26862847805023193,COMPLETE
32,0.5316045380870393,2025-12-16 22:31:42.106353,2025-12-16 22:31:42.689181,0 days 00:00:00.582828,0.2810548941152984,0.4335204256984484,36,3.4961408743932787,2.111605304863663e-05,0.04492647640854184,13,53,531,0.7579991084486869,0.5169127336582477,0.7833827645961077,0.2154208868741989,COMPLETE
33,0.5467625899275632,2025-12-16 22:31:42.689295,2025-12-16 22:31:43.692763,0 days 00:00:01.003468,0.03366698832752383,0.6287151633195198,90,4.172118220523703,0.004552087937170576,0.007525241533725619,9,5,351,0.7257896983842628,0.5534548543563652,0.7909265862436684,0.2327936589717865,COMPLETE
34,0.5403508771924908,2025-12-16 22:31:43.692872,2025-12-16 22:31:44.498262,0 days 00:00:00.805390,3.904722560609704,0.8437699354663818,119,5.34638504773686,9.670600676753582e-06,0.03248115549270898,14,80,676,0.8075141652724647,0.5210472653341855,0.7889271194348173,0.2562553584575653,COMPLETE
35,0.5566343042066392,2025-12-16 22:31:44.498471,2025-12-16 22:31:44.834989,0 days 00:00:00.336518,0.0009163214436438118,0.49710765506046556,101,2.651049055154071,2.0086495006045724e-06,0.09249674711128118,12,33,139,0.8693031010497456,0.5397431886192531,0.8023110503865636,0.20880013704299927,COMPLETE
36,0.5115303983223519,2025-12-16 22:31:44.835101,2025-12-16 22:31:45.002783,0 days 00:00:00.167682,0.0010535564746887432,0.37742884765435525,103,2.4789312355974795,1.2912746344546892e-08,0.1782827190335826,11,112,88,0.8775101071744041,0.47615354804305643,0.7640712476672887,0.32035815715789795,COMPLETE
37,0.5282331511834755,2025-12-16 22:31:45.002896,2025-12-16 22:31:45.484089,0 days 00:00:00.481193,8.230061774674127e-06,0.49712217174299056,66,0.8745902773423515,1.2358285147508422e-06,0.08547342028316535,13,23,292,0.9563184926313923,0.5476808741114909,0.7927552652625968,0.2264125794172287,COMPLETE
38,0.39587628865929403,2025-12-16 22:31:45.484197,2025-12-16 22:31:45.665068,0 days 00:00:00.180871,5.126485883935269e-07,0.5060379785121975,86,2.129350564596248,1.4351855903994515e-06,0.05691123641289842,12,373,159,0.9156201021143479,0.3795531803727982,0.659313766328979,0.2695145010948181,COMPLETE
39,0.4121338912130049,2025-12-16 22:31:45.665171,2025-12-16 22:31:46.123773,0 days 00:00:00.458602,1.1073949884029523e-05,0.9485046127534107,114,2.885206207409258,1.1967518175069942,0.017679525099276797,14,303,455,0.8414386709617271,0.38486502906823894,0.6917530325246601,0.15903416275978088,COMPLETE
40,0.5543071161043714,2025-12-16 22:31:46.123887,2025-12-16 22:31:48.234766,0 days 00:00:02.110879,0.9632090840850859,0.5424830840667764,131,0.03103742266586429,0.00027758286512189303,0.004732695542628773,12,1,336,0.681094661388002,0.5629002191561054,0.7998325446547587,0.22569261491298676,COMPLETE
41,0.4817518248170228,2025-12-16 22:31:48.234882,2025-12-16 22:31:48.727428,0 days 00:00:00.492546,12.1721420190103,0.5294061577653675,99,0.1377790758128256,1.685107563752938e-07,0.003851770471456942,12,14,180,0.6752171879458313,0.47649504754557837,0.7410607171420954,0.22742733359336853,COMPLETE
42,0.4593301435401873,2025-12-16 22:31:48.727543,2025-12-16 22:31:49.412718,0 days 00:00:00.685175,1.3649506638767885,0.3853878373161711,136,0.7473964421067394,0.012990705126372544,0.0016109354866229108,10,35,301,0.9910051738105047,0.4549216765147687,0.7299970007997867,0.26272517442703247,COMPLETE
43,0.5493230174076246,2025-12-16 22:31:49.412825,2025-12-16 22:31:51.388604,0 days 00:00:01.975779,0.13753732406642422,0.5951150185571692,131,1.8306487073192244,0.00019800884333853798,0.005427719851896451,13,1,341,0.685589645106259,0.55529906525857,0.7981121700879766,0.23260203003883362,COMPLETE
