number,value,datetime_start,datetime_complete,duration,params_batch_size,params_cls_weight,params_dropout,params_hidden_dim,params_lr,params_n_heads,params_n_layers,params_weight_decay,state
132,0.4355957938714678,2025-12-23 04:00:47.481272,2025-12-23 04:00:48.469444,0 days 00:00:00.988172,16,0.13723527773108884,0.13654918458549348,384,0.00011046177708452808,8,3,9.52100803902135e-05,PRUNED
133,-0.01380908761091964,2025-12-23 04:00:48.469604,2025-12-23 04:00:49.462986,0 days 00:00:00.993382,16,0.12401944238480173,0.12102639149781166,384,0.0010900101546798713,8,3,0.00014884948905268135,PRUNED
134,0.42394682379595766,2025-12-23 04:00:49.463144,2025-12-23 04:00:50.468211,0 days 00:00:01.005067,16,0.1435069356010792,0.13028919208679038,384,9.008914421986371e-05,8,3,1.6431061081506002e-05,PRUNED
135,0.4097977640619713,2025-12-23 04:00:50.468369,2025-12-23 04:00:51.436677,0 days 00:00:00.968308,16,0.11348606023254242,0.06916354919386747,384,0.00017010677690408376,8,3,1.1140074542170193e-05,PRUNED
136,0.3304765176046523,2025-12-23 04:00:51.436829,2025-12-23 04:00:52.186904,0 days 00:00:00.750075,32,0.1295475579225392,0.37532742064363495,512,3.682791302234851e-05,4,3,0.0002823207565508863,PRUNED
137,0.5040528823461911,2025-12-23 04:00:52.187064,2025-12-23 04:00:54.067244,0 days 00:00:01.880180,16,0.17481125089766528,0.1912354118622306,384,0.00013633503715257598,8,3,8.002982441196022e-05,PRUNED
138,0.5099373228914648,2025-12-23 04:00:54.067397,2025-12-23 04:00:57.181735,0 days 00:00:03.114338,16,0.11661923313906253,0.09172459253364962,768,0.00011551916853107178,4,3,2.9831415345149322e-05,PRUNED
139,0.43248382800598445,2025-12-23 04:00:57.181907,2025-12-23 04:00:59.105839,0 days 00:00:01.923932,16,0.15589599241137483,0.15772834486774254,512,0.00010046095709777274,8,3,1.1323739288350396e-06,PRUNED
140,0.2500793723151632,2025-12-23 04:00:59.105992,2025-12-23 04:01:00.513922,0 days 00:00:01.407930,128,0.18861977038201214,0.14956001465054236,384,0.00023395783588606427,4,2,5.382499883684499e-05,PRUNED
141,0.4664989526386007,2025-12-23 04:01:00.514092,2025-12-23 04:01:02.335104,0 days 00:00:01.821012,16,0.16125555070925301,0.09667167337267495,384,0.0001293907638332769,8,3,6.0638792797732314e-05,PRUNED
142,0.5132816300998462,2025-12-23 04:01:02.335262,2025-12-23 04:01:04.115929,0 days 00:00:01.780667,16,0.15062822104710388,0.05436454005702007,384,0.00012030617800565589,8,3,4.3379204131167196e-05,PRUNED
143,0.4274207229086639,2025-12-23 04:01:04.116092,2025-12-23 04:01:05.200355,0 days 00:00:01.084263,16,0.14150286010357777,0.07791646084683666,384,0.00015966654550619473,8,3,9.992011616993835e-05,PRUNED
144,0.49072625816121324,2025-12-23 04:01:05.200507,2025-12-23 04:01:07.041504,0 days 00:00:01.840997,16,0.12968872673102663,0.17586702295552628,384,8.231945734175675e-05,8,3,0.00012932044867536782,PRUNED
145,0.5083423963813624,2025-12-23 04:01:07.041671,2025-12-23 04:01:10.092035,0 days 00:00:03.050364,16,0.10956985536545234,0.10937346518031717,768,0.00020487939207479067,8,3,9.983337782752112e-08,PRUNED
146,0.379651914861368,2025-12-23 04:01:10.092208,2025-12-23 04:01:10.848742,0 days 00:00:00.756534,32,0.13980090282050198,0.03666355665151293,512,0.00014743074575943515,4,3,2.2609254128101852e-05,PRUNED
147,0.43082267541234764,2025-12-23 04:01:10.848895,2025-12-23 04:01:11.775650,0 days 00:00:00.926755,16,0.8329072068958245,0.20827951167604813,384,5.0833299315230125e-05,8,3,0.00019206485229391351,PRUNED
148,0.40344116014372483,2025-12-23 04:01:11.775804,2025-12-23 04:01:12.858624,0 days 00:00:01.082820,16,0.1245508783501742,0.1265528082281544,768,0.00018089637467590074,4,3,4.442939094796826e-06,PRUNED
149,0.49365648733234635,2025-12-23 04:01:12.858778,2025-12-23 04:01:14.111015,0 days 00:00:01.252237,16,0.16158013986486086,0.14044344400527584,384,0.00010596574360754047,4,1,0.0005689131255509726,PRUNED
150,0.5475095142765746,2025-12-23 04:01:14.111189,2025-12-23 04:01:36.547415,0 days 00:00:22.436226,16,0.1002261947438696,0.16110395948083558,512,5.906701411683489e-05,8,3,3.6194646756880215e-05,COMPLETE
