task,setting,mode,repr,model,run,trial_index,rho,best_so_far
binding_affinity,wt_wt_pooled,pooled,wt,transformer,wt_wt_pooled,59,0.5319012805027208,0.5615611050570534
binding_affinity,wt_wt_pooled,pooled,wt,transformer,wt_wt_pooled,60,0.4682151102850069,0.5615611050570534
binding_affinity,wt_wt_pooled,pooled,wt,transformer,wt_wt_pooled,61,0.559105679501426,0.5615611050570534
binding_affinity,wt_wt_pooled,pooled,wt,transformer,wt_wt_pooled,62,0.553922663389068,0.5615611050570534
binding_affinity,wt_wt_pooled,pooled,wt,transformer,wt_wt_pooled,63,0.4761331976412721,0.5615611050570534
binding_affinity,wt_wt_pooled,pooled,wt,transformer,wt_wt_pooled,64,0.4116415334308027,0.5615611050570534
binding_affinity,wt_wt_pooled,pooled,wt,transformer,wt_wt_pooled,65,0.36935474896271947,0.5615611050570534
binding_affinity,wt_wt_pooled,pooled,wt,transformer,wt_wt_pooled,66,0.40129919752513526,0.5615611050570534
binding_affinity,wt_wt_pooled,pooled,wt,transformer,wt_wt_pooled,67,0.5660286154429865,0.5660286154429865
binding_affinity,wt_wt_pooled,pooled,wt,transformer,wt_wt_pooled,68,0.4394662177495936,0.5660286154429865
binding_affinity,wt_wt_pooled,pooled,wt,transformer,wt_wt_pooled,69,0.45666998974912554,0.5660286154429865
binding_affinity,wt_wt_pooled,pooled,wt,transformer,wt_wt_pooled,70,0.3735422968985448,0.5660286154429865
binding_affinity,wt_wt_pooled,pooled,wt,transformer,wt_wt_pooled,71,0.4163006814205846,0.5660286154429865
binding_affinity,wt_wt_pooled,pooled,wt,transformer,wt_wt_pooled,72,0.2890610131724369,0.5660286154429865
binding_affinity,wt_wt_pooled,pooled,wt,transformer,wt_wt_pooled,73,0.38533855723688293,0.5660286154429865
binding_affinity,wt_wt_pooled,pooled,wt,transformer,wt_wt_pooled,74,0.33146682857471316,0.5660286154429865
binding_affinity,wt_wt_pooled,pooled,wt,transformer,wt_wt_pooled,75,0.4183774521929472,0.5660286154429865
binding_affinity,wt_wt_pooled,pooled,wt,transformer,wt_wt_pooled,76,0.407418905539799,0.5660286154429865
binding_affinity,wt_wt_pooled,pooled,wt,transformer,wt_wt_pooled,77,0.554703955158605,0.5660286154429865
binding_affinity,wt_wt_pooled,pooled,wt,transformer,wt_wt_pooled,78,0.3635076418321853,0.5660286154429865
binding_affinity,wt_wt_pooled,pooled,wt,transformer,wt_wt_pooled,79,0.5035213135162272,0.5660286154429865
binding_affinity,wt_wt_pooled,pooled,wt,transformer,wt_wt_pooled,80,0.40727417635547075,0.5660286154429865
binding_affinity,wt_wt_pooled,pooled,wt,transformer,wt_wt_pooled,81,0.5704012971179453,0.5704012971179453
binding_affinity,wt_wt_pooled,pooled,wt,transformer,wt_wt_pooled,82,0.3903314758868697,0.5704012971179453
binding_affinity,wt_wt_pooled,pooled,wt,transformer,wt_wt_pooled,83,0.41863003539526444,0.5704012971179453
binding_affinity,wt_wt_pooled,pooled,wt,transformer,wt_wt_pooled,84,0.4892635637979685,0.5704012971179453
binding_affinity,wt_wt_pooled,pooled,wt,transformer,wt_wt_pooled,85,0.5023527861751934,0.5704012971179453
binding_affinity,wt_wt_pooled,pooled,wt,transformer,wt_wt_pooled,86,0.5506043185655938,0.5704012971179453
binding_affinity,wt_wt_pooled,pooled,wt,transformer,wt_wt_pooled,87,0.3512484057122892,0.5704012971179453
binding_affinity,wt_wt_pooled,pooled,wt,transformer,wt_wt_pooled,88,0.3109552511976891,0.5704012971179453
binding_affinity,wt_wt_pooled,pooled,wt,transformer,wt_wt_pooled,89,0.37516658283833754,0.5704012971179453
binding_affinity,wt_wt_pooled,pooled,wt,transformer,wt_wt_pooled,90,0.3470231375787526,0.5704012971179453
binding_affinity,wt_wt_pooled,pooled,wt,transformer,wt_wt_pooled,91,0.4000895922683778,0.5704012971179453
binding_affinity,wt_wt_pooled,pooled,wt,transformer,wt_wt_pooled,92,0.4124635289393891,0.5704012971179453
binding_affinity,wt_wt_pooled,pooled,wt,transformer,wt_wt_pooled,93,0.39315257503330825,0.5704012971179453
binding_affinity,wt_wt_pooled,pooled,wt,transformer,wt_wt_pooled,94,0.42282736096199425,0.5704012971179453
binding_affinity,wt_wt_pooled,pooled,wt,transformer,wt_wt_pooled,95,-0.08899829518162175,0.5704012971179453
binding_affinity,wt_wt_pooled,pooled,wt,transformer,wt_wt_pooled,96,0.3892929804905828,0.5704012971179453
binding_affinity,wt_wt_pooled,pooled,wt,transformer,wt_wt_pooled,97,0.5439185644115749,0.5704012971179453
binding_affinity,wt_wt_pooled,pooled,wt,transformer,wt_wt_pooled,98,0.47234708984904655,0.5704012971179453
binding_affinity,wt_wt_pooled,pooled,wt,transformer,wt_wt_pooled,99,0.44136318366444816,0.5704012971179453
binding_affinity,wt_wt_pooled,pooled,wt,transformer,wt_wt_pooled,100,0.38142791800518744,0.5704012971179453
binding_affinity,wt_wt_pooled,pooled,wt,transformer,wt_wt_pooled,101,0.42936042108952505,0.5704012971179453
binding_affinity,wt_wt_pooled,pooled,wt,transformer,wt_wt_pooled,102,0.49306969342940205,0.5704012971179453
binding_affinity,wt_wt_pooled,pooled,wt,transformer,wt_wt_pooled,103,0.41737966053570974,0.5704012971179453
binding_affinity,wt_wt_pooled,pooled,wt,transformer,wt_wt_pooled,104,0.3784407035993852,0.5704012971179453
binding_affinity,wt_wt_pooled,pooled,wt,transformer,wt_wt_pooled,105,0.4738317862333991,0.5704012971179453
binding_affinity,wt_wt_pooled,pooled,wt,transformer,wt_wt_pooled,106,0.10309455161565866,0.5704012971179453
binding_affinity,wt_wt_pooled,pooled,wt,transformer,wt_wt_pooled,107,0.4969138865573521,0.5704012971179453
binding_affinity,wt_wt_pooled,pooled,wt,transformer,wt_wt_pooled,108,0.5511585494772986,0.5704012971179453
binding_affinity,wt_wt_pooled,pooled,wt,transformer,wt_wt_pooled,109,0.5068588000980653,0.5704012971179453
binding_affinity,wt_wt_pooled,pooled,wt,transformer,wt_wt_pooled,110,0.2502186451087754,0.5704012971179453
binding_affinity,wt_wt_pooled,pooled,wt,transformer,wt_wt_pooled,111,0.3760713059462891,0.5704012971179453
binding_affinity,wt_wt_pooled,pooled,wt,transformer,wt_wt_pooled,112,0.46922324289216505,0.5704012971179453
binding_affinity,wt_wt_pooled,pooled,wt,transformer,wt_wt_pooled,113,0.4134798022943571,0.5704012971179453
binding_affinity,wt_wt_pooled,pooled,wt,transformer,wt_wt_pooled,114,0.49030117911341103,0.5704012971179453
binding_affinity,wt_wt_pooled,pooled,wt,transformer,wt_wt_pooled,115,0.40494675844812966,0.5704012971179453
binding_affinity,wt_wt_pooled,pooled,wt,transformer,wt_wt_pooled,116,0.41669517765904696,0.5704012971179453
binding_affinity,wt_wt_pooled,pooled,wt,transformer,wt_wt_pooled,117,0.3838248181846681,0.5704012971179453
binding_affinity,wt_wt_pooled,pooled,wt,transformer,wt_wt_pooled,118,0.3806706084386579,0.5704012971179453
binding_affinity,wt_wt_pooled,pooled,wt,transformer,wt_wt_pooled,119,0.5481187502410487,0.5704012971179453
binding_affinity,wt_wt_pooled,pooled,wt,transformer,wt_wt_pooled,120,0.37133119051883073,0.5704012971179453
binding_affinity,wt_wt_pooled,pooled,wt,transformer,wt_wt_pooled,121,0.5439036030372216,0.5704012971179453
binding_affinity,wt_wt_pooled,pooled,wt,transformer,wt_wt_pooled,122,0.49398189722453034,0.5704012971179453
binding_affinity,wt_wt_pooled,pooled,wt,transformer,wt_wt_pooled,123,0.5482883858237896,0.5704012971179453
binding_affinity,wt_wt_pooled,pooled,wt,transformer,wt_wt_pooled,124,0.561755382903435,0.5704012971179453
binding_affinity,wt_wt_pooled,pooled,wt,transformer,wt_wt_pooled,125,0.541238058180015,0.5704012971179453
binding_affinity,wt_wt_pooled,pooled,wt,transformer,wt_wt_pooled,126,0.40149046095230967,0.5704012971179453
binding_affinity,wt_wt_pooled,pooled,wt,transformer,wt_wt_pooled,127,-0.06296374078119224,0.5704012971179453
binding_affinity,wt_wt_pooled,pooled,wt,transformer,wt_wt_pooled,128,0.3851506599766225,0.5704012971179453
binding_affinity,wt_wt_pooled,pooled,wt,transformer,wt_wt_pooled,129,0.49611719337303967,0.5704012971179453
binding_affinity,wt_wt_pooled,pooled,wt,transformer,wt_wt_pooled,130,0.37935092721261376,0.5704012971179453
binding_affinity,wt_wt_pooled,pooled,wt,transformer,wt_wt_pooled,131,0.5564995401012103,0.5704012971179453
binding_affinity,wt_wt_pooled,pooled,wt,transformer,wt_wt_pooled,132,0.4355957938714678,0.5704012971179453
binding_affinity,wt_wt_pooled,pooled,wt,transformer,wt_wt_pooled,133,-0.01380908761091964,0.5704012971179453
binding_affinity,wt_wt_pooled,pooled,wt,transformer,wt_wt_pooled,134,0.42394682379595766,0.5704012971179453
binding_affinity,wt_wt_pooled,pooled,wt,transformer,wt_wt_pooled,135,0.4097977640619713,0.5704012971179453
binding_affinity,wt_wt_pooled,pooled,wt,transformer,wt_wt_pooled,136,0.3304765176046523,0.5704012971179453
binding_affinity,wt_wt_pooled,pooled,wt,transformer,wt_wt_pooled,137,0.5040528823461911,0.5704012971179453
binding_affinity,wt_wt_pooled,pooled,wt,transformer,wt_wt_pooled,138,0.5099373228914648,0.5704012971179453
binding_affinity,wt_wt_pooled,pooled,wt,transformer,wt_wt_pooled,139,0.43248382800598445,0.5704012971179453
binding_affinity,wt_wt_pooled,pooled,wt,transformer,wt_wt_pooled,140,0.2500793723151632,0.5704012971179453
binding_affinity,wt_wt_pooled,pooled,wt,transformer,wt_wt_pooled,141,0.4664989526386007,0.5704012971179453
binding_affinity,wt_wt_pooled,pooled,wt,transformer,wt_wt_pooled,142,0.5132816300998462,0.5704012971179453
binding_affinity,wt_wt_pooled,pooled,wt,transformer,wt_wt_pooled,143,0.4274207229086639,0.5704012971179453
binding_affinity,wt_wt_pooled,pooled,wt,transformer,wt_wt_pooled,144,0.49072625816121324,0.5704012971179453
binding_affinity,wt_wt_pooled,pooled,wt,transformer,wt_wt_pooled,145,0.5083423963813624,0.5704012971179453
binding_affinity,wt_wt_pooled,pooled,wt,transformer,wt_wt_pooled,146,0.379651914861368,0.5704012971179453
binding_affinity,wt_wt_pooled,pooled,wt,transformer,wt_wt_pooled,147,0.43082267541234764,0.5704012971179453
binding_affinity,wt_wt_pooled,pooled,wt,transformer,wt_wt_pooled,148,0.40344116014372483,0.5704012971179453
binding_affinity,wt_wt_pooled,pooled,wt,transformer,wt_wt_pooled,149,0.49365648733234635,0.5704012971179453
binding_affinity,wt_wt_pooled,pooled,wt,transformer,wt_wt_pooled,150,0.5475095142765746,0.5704012971179453
binding_affinity,wt_wt_pooled,pooled,wt,transformer,wt_wt_pooled,151,0.08910444514289008,0.5704012971179453
binding_affinity,wt_wt_pooled,pooled,wt,transformer,wt_wt_pooled,152,0.3633838404744922,0.5704012971179453
binding_affinity,wt_wt_pooled,pooled,wt,transformer,wt_wt_pooled,153,0.13105569878907983,0.5704012971179453
binding_affinity,wt_wt_pooled,pooled,wt,transformer,wt_wt_pooled,154,-0.09523684846604842,0.5704012971179453
binding_affinity,wt_wt_pooled,pooled,wt,transformer,wt_wt_pooled,155,0.41202722886082194,0.5704012971179453
binding_affinity,wt_wt_pooled,pooled,wt,transformer,wt_wt_pooled,156,0.43122487235819773,0.5704012971179453
binding_affinity,wt_wt_pooled,pooled,wt,transformer,wt_wt_pooled,157,0.19858386193263283,0.5704012971179453
binding_affinity,wt_wt_pooled,pooled,wt,transformer,wt_wt_pooled,158,0.4057707341386158,0.5704012971179453
binding_affinity,wt_wt_pooled,pooled,wt,transformer,wt_wt_pooled,159,0.3719206246643078,0.5704012971179453
binding_affinity,wt_wt_pooled,pooled,wt,transformer,wt_wt_pooled,160,0.4918996259468907,0.5704012971179453
binding_affinity,wt_wt_pooled,pooled,wt,transformer,wt_wt_pooled,161,0.4573582129693766,0.5704012971179453
binding_affinity,wt_wt_pooled,pooled,wt,transformer,wt_wt_pooled,162,0.3925963639397039,0.5704012971179453
binding_affinity,wt_wt_pooled,pooled,wt,transformer,wt_wt_pooled,163,0.48865344775264996,0.5704012971179453
binding_affinity,wt_wt_pooled,pooled,wt,transformer,wt_wt_pooled,164,0.4183708515866149,0.5704012971179453
binding_affinity,wt_wt_pooled,pooled,wt,transformer,wt_wt_pooled,165,0.3518409201407215,0.5704012971179453
binding_affinity,wt_wt_pooled,pooled,wt,transformer,wt_wt_pooled,166,0.5411621512071932,0.5704012971179453
binding_affinity,wt_wt_pooled,pooled,wt,transformer,wt_wt_pooled,167,0.4958797915652868,0.5704012971179453
binding_affinity,wt_wt_pooled,pooled,wt,transformer,wt_wt_pooled,168,4.092376376242216e-5,0.5704012971179453
binding_affinity,wt_wt_pooled,pooled,wt,transformer,wt_wt_pooled,169,0.4876453151454918,0.5704012971179453
binding_affinity,wt_wt_pooled,pooled,wt,transformer,wt_wt_pooled,170,0.5590849976015846,0.5704012971179453
binding_affinity,wt_wt_pooled,pooled,wt,transformer,wt_wt_pooled,171,0.4081896363392043,0.5704012971179453
binding_affinity,wt_wt_pooled,pooled,wt,transformer,wt_wt_pooled,172,0.37562840526138963,0.5704012971179453
binding_affinity,wt_wt_pooled,pooled,wt,transformer,wt_wt_pooled,173,0.3718328366000878,0.5704012971179453
binding_affinity,wt_wt_pooled,pooled,wt,transformer,wt_wt_pooled,174,0.4813049927228651,0.5704012971179453
binding_affinity,wt_wt_pooled,pooled,wt,transformer,wt_wt_pooled,175,0.5052123888585706,0.5704012971179453
binding_affinity,wt_wt_pooled,pooled,wt,transformer,wt_wt_pooled,176,0.5094112545667778,0.5704012971179453
binding_affinity,wt_wt_pooled,pooled,wt,transformer,wt_wt_pooled,177,0.39812921218767533,0.5704012971179453
binding_affinity,wt_wt_pooled,pooled,wt,transformer,wt_wt_pooled,178,0.5033364965389219,0.5704012971179453
binding_affinity,wt_wt_pooled,pooled,wt,transformer,wt_wt_pooled,179,0.5139722735424191,0.5704012971179453
binding_affinity,wt_wt_pooled,pooled,wt,transformer,wt_wt_pooled,180,0.5071941108997478,0.5704012971179453
binding_affinity,wt_wt_pooled,pooled,wt,transformer,wt_wt_pooled,181,0.5145566472230415,0.5704012971179453
binding_affinity,wt_wt_pooled,pooled,wt,transformer,wt_wt_pooled,182,0.41651799719958005,0.5704012971179453
binding_affinity,wt_wt_pooled,pooled,wt,transformer,wt_wt_pooled,183,0.474077768829384,0.5704012971179453
binding_affinity,wt_wt_pooled,pooled,wt,transformer,wt_wt_pooled,184,0.36318278195479164,0.5704012971179453
binding_affinity,wt_wt_pooled,pooled,wt,transformer,wt_wt_pooled,185,0.42522096083830874,0.5704012971179453
binding_affinity,wt_wt_pooled,pooled,wt,transformer,wt_wt_pooled,186,0.29832650430134194,0.5704012971179453
binding_affinity,wt_wt_pooled,pooled,wt,transformer,wt_wt_pooled,187,0.4338204507882816,0.5704012971179453
binding_affinity,wt_wt_pooled,pooled,wt,transformer,wt_wt_pooled,188,0.3731707795036515,0.5704012971179453
binding_affinity,wt_wt_pooled,pooled,wt,transformer,wt_wt_pooled,189,0.4379902738286267,0.5704012971179453
binding_affinity,wt_wt_pooled,pooled,wt,transformer,wt_wt_pooled,190,0.40383279611944317,0.5704012971179453
binding_affinity,wt_wt_pooled,pooled,wt,transformer,wt_wt_pooled,191,0.35395927473297784,0.5704012971179453
binding_affinity,wt_wt_pooled,pooled,wt,transformer,wt_wt_pooled,192,0.4106879658359918,0.5704012971179453
binding_affinity,wt_wt_pooled,pooled,wt,transformer,wt_wt_pooled,193,0.3378568755650435,0.5704012971179453
binding_affinity,wt_wt_pooled,pooled,wt,transformer,wt_wt_pooled,194,0.4902551948892958,0.5704012971179453
binding_affinity,wt_wt_pooled,pooled,wt,transformer,wt_wt_pooled,195,0.42010681105201814,0.5704012971179453
binding_affinity,wt_wt_pooled,pooled,wt,transformer,wt_wt_pooled,196,0.4226895647992357,0.5704012971179453
binding_affinity,wt_wt_pooled,pooled,wt,transformer,wt_wt_pooled,197,0.4166665750316068,0.5704012971179453
binding_affinity,wt_wt_pooled,pooled,wt,transformer,wt_wt_pooled,198,0.4824048737580426,0.5704012971179453
binding_affinity,wt_wt_pooled,pooled,wt,transformer,wt_wt_pooled,199,0.42790806767620104,0.5704012971179453
binding_affinity,wt_wt_unpooled,pooled,wt,transformer,wt_wt_unpooled,0,0.5217590088326708,0.5217590088326708
binding_affinity,wt_wt_unpooled,pooled,wt,transformer,wt_wt_unpooled,1,0.09592097211577134,0.5217590088326708
binding_affinity,wt_wt_unpooled,pooled,wt,transformer,wt_wt_unpooled,2,0.559116900532191,0.559116900532191
binding_affinity,wt_wt_unpooled,pooled,wt,transformer,wt_wt_unpooled,3,0.5768703313640525,0.5768703313640525
binding_affinity,wt_wt_unpooled,pooled,wt,transformer,wt_wt_unpooled,4,0.5440904001964266,0.5768703313640525
binding_affinity,wt_wt_unpooled,pooled,wt,transformer,wt_wt_unpooled,5,0.3483599803812608,0.5768703313640525
binding_affinity,wt_wt_unpooled,pooled,wt,transformer,wt_wt_unpooled,6,-0.07242427290066564,0.5768703313640525
binding_affinity,wt_wt_unpooled,pooled,wt,transformer,wt_wt_unpooled,7,0.0027581733660703538,0.5768703313640525
binding_affinity,wt_wt_unpooled,pooled,wt,transformer,wt_wt_unpooled,8,0.23289840872211431,0.5768703313640525
binding_affinity,wt_wt_unpooled,pooled,wt,transformer,wt_wt_unpooled,9,-0.06430772731400838,0.5768703313640525
binding_affinity,wt_wt_unpooled,pooled,wt,transformer,wt_wt_unpooled,10,0.4736383884678617,0.5768703313640525
binding_affinity,wt_wt_unpooled,pooled,wt,transformer,wt_wt_unpooled,11,0.5014320015918331,0.5768703313640525
binding_affinity,wt_wt_unpooled,pooled,wt,transformer,wt_wt_unpooled,12,0.3700277907884062,0.5768703313640525
binding_affinity,wt_wt_unpooled,pooled,wt,transformer,wt_wt_unpooled,13,0.4624855639683319,0.5768703313640525
binding_affinity,wt_wt_unpooled,pooled,wt,transformer,wt_wt_unpooled,14,0.4394197451399986,0.5768703313640525
binding_affinity,wt_wt_unpooled,pooled,wt,transformer,wt_wt_unpooled,15,0.5464347155454597,0.5768703313640525
binding_affinity,wt_wt_unpooled,pooled,wt,transformer,wt_wt_unpooled,16,0.2412427998171196,0.5768703313640525
binding_affinity,wt_wt_unpooled,pooled,wt,transformer,wt_wt_unpooled,17,0.14337617054879917,0.5768703313640525
binding_affinity,wt_wt_unpooled,pooled,wt,transformer,wt_wt_unpooled,18,0.37027619360671293,0.5768703313640525
binding_affinity,wt_wt_unpooled,pooled,wt,transformer,wt_wt_unpooled,19,0.5642160889441283,0.5768703313640525
binding_affinity,wt_wt_unpooled,pooled,wt,transformer,wt_wt_unpooled,20,0.5419093398440132,0.5768703313640525
binding_affinity,wt_wt_unpooled,pooled,wt,transformer,wt_wt_unpooled,21,0.3647510460661291,0.5768703313640525
binding_affinity,wt_wt_unpooled,pooled,wt,transformer,wt_wt_unpooled,22,0.471544456119035,0.5768703313640525
binding_affinity,wt_wt_unpooled,pooled,wt,transformer,wt_wt_unpooled,23,0.3685851182643696,0.5768703313640525
binding_affinity,wt_wt_unpooled,pooled,wt,transformer,wt_wt_unpooled,24,-0.10313933288800986,0.5768703313640525
binding_affinity,wt_wt_unpooled,pooled,wt,transformer,wt_wt_unpooled,25,0.17423005057622615,0.5768703313640525
binding_affinity,wt_wt_unpooled,pooled,wt,transformer,wt_wt_unpooled,26,0.39216776456852437,0.5768703313640525
binding_affinity,wt_wt_unpooled,pooled,wt,transformer,wt_wt_unpooled,27,0.1398474864035346,0.5768703313640525
binding_affinity,wt_wt_unpooled,pooled,wt,transformer,wt_wt_unpooled,28,0.2879268449056495,0.5768703313640525
binding_affinity,wt_wt_unpooled,pooled,wt,transformer,wt_wt_unpooled,29,-0.22092506849943613,0.5768703313640525
binding_affinity,wt_wt_unpooled,pooled,wt,transformer,wt_wt_unpooled,30,0.35825975859190123,0.5768703313640525
binding_affinity,wt_wt_unpooled,pooled,wt,transformer,wt_wt_unpooled,31,0.464003263384346,0.5768703313640525
binding_affinity,wt_wt_unpooled,pooled,wt,transformer,wt_wt_unpooled,32,0.5599485769300647,0.5768703313640525
binding_affinity,wt_wt_unpooled,pooled,wt,transformer,wt_wt_unpooled,33,0.41977480055350186,0.5768703313640525
binding_affinity,wt_wt_unpooled,pooled,wt,transformer,wt_wt_unpooled,34,0.3956196616601228,0.5768703313640525
binding_affinity,wt_wt_unpooled,pooled,wt,transformer,wt_wt_unpooled,35,-0.04727992313828113,0.5768703313640525
binding_affinity,wt_wt_unpooled,pooled,wt,transformer,wt_wt_unpooled,36,0.5250751534540343,0.5768703313640525
binding_affinity,wt_wt_unpooled,pooled,wt,transformer,wt_wt_unpooled,37,0.3736849667369402,0.5768703313640525
binding_affinity,wt_wt_unpooled,pooled,wt,transformer,wt_wt_unpooled,38,0.29063613786354225,0.5768703313640525
binding_affinity,wt_wt_unpooled,pooled,wt,transformer,wt_wt_unpooled,39,0.3936502607507661,0.5768703313640525
binding_affinity,wt_wt_unpooled,pooled,wt,transformer,wt_wt_unpooled,40,0.5103742830306651,0.5768703313640525
binding_affinity,wt_wt_unpooled,pooled,wt,transformer,wt_wt_unpooled,41,0.5455128308610442,0.5768703313640525
binding_affinity,wt_wt_unpooled,pooled,wt,transformer,wt_wt_unpooled,42,0.550698487215935,0.5768703313640525
binding_affinity,wt_wt_unpooled,pooled,wt,transformer,wt_wt_unpooled,43,0.4821575710407912,0.5768703313640525
binding_affinity,wt_wt_unpooled,pooled,wt,transformer,wt_wt_unpooled,44,0.52075439654889,0.5768703313640525
binding_affinity,wt_wt_unpooled,pooled,wt,transformer,wt_wt_unpooled,45,-0.12397148803279923,0.5768703313640525
binding_affinity,wt_wt_unpooled,pooled,wt,transformer,wt_wt_unpooled,46,0.1242275034328462,0.5768703313640525
binding_affinity,wt_wt_unpooled,pooled,wt,transformer,wt_wt_unpooled,47,0.4047401594699277,0.5768703313640525
binding_affinity,wt_wt_unpooled,pooled,wt,transformer,wt_wt_unpooled,48,0.26269687135983744,0.5768703313640525
binding_affinity,wt_wt_unpooled,pooled,wt,transformer,wt_wt_unpooled,49,0.24058153984335998,0.5768703313640525
binding_affinity,wt_wt_unpooled,pooled,wt,transformer,wt_wt_unpooled,50,0.3110590739164099,0.5768703313640525
binding_affinity,wt_wt_unpooled,pooled,wt,transformer,wt_wt_unpooled,51,0.5053450610458504,0.5768703313640525
binding_affinity,wt_wt_unpooled,pooled,wt,transformer,wt_wt_unpooled,52,0.5293244037905784,0.5768703313640525
binding_affinity,wt_wt_unpooled,pooled,wt,transformer,wt_wt_unpooled,53,0.5218043329961528,0.5768703313640525
binding_affinity,wt_wt_unpooled,pooled,wt,transformer,wt_wt_unpooled,54,0.5634013541025075,0.5768703313640525
binding_affinity,wt_wt_unpooled,pooled,wt,transformer,wt_wt_unpooled,55,0.5603237113899522,0.5768703313640525
binding_affinity,wt_wt_unpooled,pooled,wt,transformer,wt_wt_unpooled,56,0.013322335256433027,0.5768703313640525
binding_affinity,wt_wt_unpooled,pooled,wt,transformer,wt_wt_unpooled,57,0.29821781431706956,0.5768703313640525
binding_affinity,wt_wt_unpooled,pooled,wt,transformer,wt_wt_unpooled,58,0.5622810111876997,0.5768703313640525
binding_affinity,wt_wt_unpooled,pooled,wt,transformer,wt_wt_unpooled,59,0.400305212075234,0.5768703313640525
binding_affinity,wt_wt_unpooled,pooled,wt,transformer,wt_wt_unpooled,60,0.5320715761460949,0.5768703313640525
binding_affinity,wt_wt_unpooled,pooled,wt,transformer,wt_wt_unpooled,61,0.5538100130409963,0.5768703313640525
binding_affinity,wt_wt_unpooled,pooled,wt,transformer,wt_wt_unpooled,62,0.3869913490624988,0.5768703313640525
binding_affinity,wt_wt_unpooled,pooled,wt,transformer,wt_wt_unpooled,63,0.5014434426428092,0.5768703313640525
binding_affinity,wt_wt_unpooled,pooled,wt,transformer,wt_wt_unpooled,64,0.08233728351077252,0.5768703313640525
binding_affinity,wt_wt_unpooled,pooled,wt,transformer,wt_wt_unpooled,65,0.19810729711287578,0.5768703313640525
binding_affinity,wt_wt_unpooled,pooled,wt,transformer,wt_wt_unpooled,66,0.49050865817245737,0.5768703313640525
binding_affinity,wt_wt_unpooled,pooled,wt,transformer,wt_wt_unpooled,67,0.3436354863887888,0.5768703313640525
binding_affinity,wt_wt_unpooled,pooled,wt,transformer,wt_wt_unpooled,68,0.41100435489952164,0.5768703313640525
binding_affinity,wt_wt_unpooled,pooled,wt,transformer,wt_wt_unpooled,69,0.4053388344642702,0.5768703313640525
binding_affinity,wt_wt_unpooled,pooled,wt,transformer,wt_wt_unpooled,70,0.009140299628801907,0.5768703313640525
binding_affinity,wt_wt_unpooled,pooled,wt,transformer,wt_wt_unpooled,71,0.5630147785916438,0.5768703313640525
binding_affinity,wt_wt_unpooled,pooled,wt,transformer,wt_wt_unpooled,72,0.559097098713194,0.5768703313640525
binding_affinity,wt_wt_unpooled,pooled,wt,transformer,wt_wt_unpooled,73,0.4152166418406047,0.5768703313640525
binding_affinity,wt_wt_unpooled,pooled,wt,transformer,wt_wt_unpooled,74,0.361016863043718,0.5768703313640525
binding_affinity,wt_wt_unpooled,pooled,wt,transformer,wt_wt_unpooled,75,0.4178293818471526,0.5768703313640525
binding_affinity,wt_wt_unpooled,pooled,wt,transformer,wt_wt_unpooled,76,0.4935022531643809,0.5768703313640525
binding_affinity,wt_wt_unpooled,pooled,wt,transformer,wt_wt_unpooled,77,-0.02576194649487968,0.5768703313640525
binding_affinity,wt_wt_unpooled,pooled,wt,transformer,wt_wt_unpooled,78,0.5103280787863388,0.5768703313640525
binding_affinity,wt_wt_unpooled,pooled,wt,transformer,wt_wt_unpooled,79,0.042875052248722095,0.5768703313640525
binding_affinity,wt_wt_unpooled,pooled,wt,transformer,wt_wt_unpooled,80,0.31732238926515943,0.5768703313640525
binding_affinity,wt_wt_unpooled,pooled,wt,transformer,wt_wt_unpooled,81,0.5072616571045485,0.5768703313640525
binding_affinity,wt_wt_unpooled,pooled,wt,transformer,wt_wt_unpooled,82,0.3799797449758739,0.5768703313640525
binding_affinity,wt_wt_unpooled,pooled,wt,transformer,wt_wt_unpooled,83,0.38933258412857685,0.5768703313640525
binding_affinity,wt_wt_unpooled,pooled,wt,transformer,wt_wt_unpooled,84,0.4099172350365866,0.5768703313640525
binding_affinity,wt_wt_unpooled,pooled,wt,transformer,wt_wt_unpooled,85,0.5055787781280219,0.5768703313640525
binding_affinity,wt_wt_unpooled,pooled,wt,transformer,wt_wt_unpooled,86,0.48092567787896706,0.5768703313640525
binding_affinity,wt_wt_unpooled,pooled,wt,transformer,wt_wt_unpooled,87,0.12923339256585573,0.5768703313640525
binding_affinity,wt_wt_unpooled,pooled,wt,transformer,wt_wt_unpooled,88,0.3849726636258607,0.5768703313640525
binding_affinity,wt_wt_unpooled,pooled,wt,transformer,wt_wt_unpooled,89,0.3187694621934177,0.5768703313640525
binding_affinity,wt_wt_unpooled,pooled,wt,transformer,wt_wt_unpooled,90,0.509833253331625,0.5768703313640525
binding_affinity,wt_wt_unpooled,pooled,wt,transformer,wt_wt_unpooled,91,0.5001312421039417,0.5768703313640525
binding_affinity,wt_wt_unpooled,pooled,wt,transformer,wt_wt_unpooled,92,0.5547318977254119,0.5768703313640525
binding_affinity,wt_wt_unpooled,pooled,wt,transformer,wt_wt_unpooled,93,0.49698869342911844,0.5768703313640525
binding_affinity,wt_wt_unpooled,pooled,wt,transformer,wt_wt_unpooled,94,0.5349181976370185,0.5768703313640525
binding_affinity,wt_wt_unpooled,pooled,wt,transformer,wt_wt_unpooled,95,0.5625551563707025,0.5768703313640525
